trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:17:00,11:17:00,Bllngr04,7,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:21:00,11:21:00,Bllnchv2,8,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:22:00,11:22:00,Bllnhoc2,9,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:25:00,11:25:00,Bottppa2,10,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:26:00,11:26:00,Bottcba2,11,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:28:00,11:28:00,Bottpar2,12,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:28:00,11:28:00,Bottvtc2,13,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:31:00,11:31:00,Botteco2,14,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:32:00,11:32:00,Bottcro2,15,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:34:00,11:34:00,Bottpma2,16,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:35:00,11:35:00,Bottcco2,17,0,0
45975020-B_2025-BW_A_P4-Sem-Vac-01,11:37:00,11:37:00,Bottgar4,18,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:11:00,12:11:00,Bllnpeq1,1,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:12:00,12:12:00,Bllnfeq1,2,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:13:00,12:13:00,Bottcva2,3,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:13:00,12:13:00,Bottbru2,4,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:14:00,12:14:00,Bllncbr2,5,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:15:00,12:15:00,Bllnpaf2,6,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:17:00,12:17:00,Bllngr04,7,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:21:00,12:21:00,Bllnchv2,8,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:22:00,12:22:00,Bllnhoc2,9,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:25:00,12:25:00,Bottppa2,10,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:26:00,12:26:00,Bottcba2,11,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:28:00,12:28:00,Bottpar2,12,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:28:00,12:28:00,Bottvtc2,13,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:31:00,12:31:00,Botteco2,14,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:32:00,12:32:00,Bottcro2,15,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:34:00,12:34:00,Bottpma2,16,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:35:00,12:35:00,Bottcco2,17,0,0
45975021-B_2025-BW_A_P4-Sem-Vac-01,12:37:00,12:37:00,Bottgar4,18,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:11:00,13:11:00,Bllnpeq1,1,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:12:00,13:12:00,Bllnfeq1,2,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:13:00,13:13:00,Bottcva2,3,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:13:00,13:13:00,Bottbru2,4,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:14:00,13:14:00,Bllncbr2,5,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:15:00,13:15:00,Bllnpaf2,6,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:17:00,13:17:00,Bllngr04,7,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:21:00,13:21:00,Bllnchv2,8,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:22:00,13:22:00,Bllnhoc2,9,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:25:00,13:25:00,Bottppa2,10,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:26:00,13:26:00,Bottcba2,11,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:28:00,13:28:00,Bottpar2,12,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:28:00,13:28:00,Bottvtc2,13,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:31:00,13:31:00,Botteco2,14,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:32:00,13:32:00,Bottcro2,15,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:34:00,13:34:00,Bottpma2,16,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:35:00,13:35:00,Bottcco2,17,0,0
45975022-B_2025-BW_A_P4-Sem-Vac-01,13:37:00,13:37:00,Bottgar4,18,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:11:00,14:11:00,Bllnpeq1,1,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:12:00,14:12:00,Bllnfeq1,2,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:13:00,14:13:00,Bottcva2,3,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:13:00,14:13:00,Bottbru2,4,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:14:00,14:14:00,Bllncbr2,5,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:15:00,14:15:00,Bllnpaf2,6,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:17:00,14:17:00,Bllngr04,7,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:21:00,14:21:00,Bllnchv2,8,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:22:00,14:22:00,Bllnhoc2,9,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:25:00,14:25:00,Bottppa2,10,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:26:00,14:26:00,Bottcba2,11,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:28:00,14:28:00,Bottpar2,12,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:28:00,14:28:00,Bottvtc2,13,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:31:00,14:31:00,Botteco2,14,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:32:00,14:32:00,Bottcro2,15,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:34:00,14:34:00,Bottpma2,16,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:35:00,14:35:00,Bottcco2,17,0,0
45975023-B_2025-BW_A_P4-Sem-Vac-01,14:37:00,14:37:00,Bottgar4,18,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:11:00,15:11:00,Bllnpeq1,1,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:12:00,15:12:00,Bllnfeq1,2,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:13:00,15:13:00,Bottcva2,3,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:13:00,15:13:00,Bottbru2,4,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:14:00,15:14:00,Bllncbr2,5,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:15:00,15:15:00,Bllnpaf2,6,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:17:00,15:17:00,Bllngr04,7,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:21:00,15:21:00,Bllnchv2,8,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:22:00,15:22:00,Bllnhoc2,9,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:25:00,15:25:00,Bottppa2,10,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:26:00,15:26:00,Bottcba2,11,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:28:00,15:28:00,Bottpar2,12,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:28:00,15:28:00,Bottvtc2,13,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:31:00,15:31:00,Botteco2,14,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:32:00,15:32:00,Bottcro2,15,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:34:00,15:34:00,Bottpma2,16,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:35:00,15:35:00,Bottcco2,17,0,0
45975024-B_2025-BW_A_P4-Sem-Vac-01,15:37:00,15:37:00,Bottgar4,18,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:11:00,16:11:00,Bllnpeq1,1,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:12:00,16:12:00,Bllnfeq1,2,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:13:00,16:13:00,Bottcva2,3,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:13:00,16:13:00,Bottbru2,4,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:14:00,16:14:00,Bllncbr2,5,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:15:00,16:15:00,Bllnpaf2,6,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:17:00,16:17:00,Bllngr04,7,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:21:00,16:21:00,Bllnchv2,8,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:22:00,16:22:00,Bllnhoc2,9,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:25:00,16:25:00,Bottppa2,10,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:26:00,16:26:00,Bottcba2,11,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:28:00,16:28:00,Bottpar2,12,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:28:00,16:28:00,Bottvtc2,13,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:31:00,16:31:00,Botteco2,14,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:32:00,16:32:00,Bottcro2,15,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:34:00,16:34:00,Bottpma2,16,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:35:00,16:35:00,Bottcco2,17,0,0
45975025-B_2025-BW_A_P4-Sem-Vac-01,16:37:00,16:37:00,Bottgar4,18,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:11:00,17:11:00,Bllnpeq1,1,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:12:00,17:12:00,Bllnfeq1,2,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:13:00,17:13:00,Bottcva2,3,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:13:00,17:13:00,Bottbru2,4,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:14:00,17:14:00,Bllncbr2,5,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:15:00,17:15:00,Bllnpaf2,6,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:17:00,17:17:00,Bllngr04,7,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:21:00,17:21:00,Bllnchv2,8,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:22:00,17:22:00,Bllnhoc2,9,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:25:00,17:25:00,Bottppa2,10,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:26:00,17:26:00,Bottcba2,11,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:28:00,17:28:00,Bottpar2,12,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:28:00,17:28:00,Bottvtc2,13,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:31:00,17:31:00,Botteco2,14,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:32:00,17:32:00,Bottcro2,15,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:34:00,17:34:00,Bottpma2,16,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:35:00,17:35:00,Bottcco2,17,0,0
45975026-B_2025-BW_A_P4-Sem-Vac-01,17:37:00,17:37:00,Bottgar4,18,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:11:00,18:11:00,Bllnpeq1,1,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:12:00,18:12:00,Bllnfeq1,2,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:13:00,18:13:00,Bottcva2,3,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:13:00,18:13:00,Bottbru2,4,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:14:00,18:14:00,Bllncbr2,5,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:15:00,18:15:00,Bllnpaf2,6,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:17:00,18:17:00,Bllngr04,7,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:21:00,18:21:00,Bllnchv2,8,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:22:00,18:22:00,Bllnhoc2,9,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:25:00,18:25:00,Bottppa2,10,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:26:00,18:26:00,Bottcba2,11,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:28:00,18:28:00,Bottpar2,12,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:28:00,18:28:00,Bottvtc2,13,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:31:00,18:31:00,Botteco2,14,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:32:00,18:32:00,Bottcro2,15,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:34:00,18:34:00,Bottpma2,16,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:35:00,18:35:00,Bottcco2,17,0,0
45975027-B_2025-BW_A_P4-Sem-Vac-01,18:37:00,18:37:00,Bottgar4,18,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:11:00,19:11:00,Bllnpeq1,1,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:12:00,19:12:00,Bllnfeq1,2,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:13:00,19:13:00,Bottcva2,3,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:13:00,19:13:00,Bottbru2,4,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:14:00,19:14:00,Bllncbr2,5,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:15:00,19:15:00,Bllnpaf2,6,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:17:00,19:17:00,Bllngr04,7,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:21:00,19:21:00,Bllnchv2,8,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:22:00,19:22:00,Bllnhoc2,9,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:25:00,19:25:00,Bottppa2,10,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:26:00,19:26:00,Bottcba2,11,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:28:00,19:28:00,Bottpar2,12,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:28:00,19:28:00,Bottvtc2,13,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:31:00,19:31:00,Botteco2,14,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:32:00,19:32:00,Bottcro2,15,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:34:00,19:34:00,Bottpma2,16,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:35:00,19:35:00,Bottcco2,17,0,0
45975028-B_2025-BW_A_P4-Sem-Vac-01,19:37:00,19:37:00,Bottgar4,18,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:16:00,20:16:00,Bllnpeq1,1,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:17:00,20:17:00,Bllnfeq1,2,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:18:00,20:18:00,Bottcva2,3,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:18:00,20:18:00,Bottbru2,4,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:19:00,20:19:00,Bllncbr2,5,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:20:00,20:20:00,Bllnpaf2,6,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:22:00,20:22:00,Bllngr04,7,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:26:00,20:26:00,Bllnchv2,8,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:27:00,20:27:00,Bllnhoc2,9,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:30:00,20:30:00,Bottppa2,10,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:31:00,20:31:00,Bottcba2,11,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:33:00,20:33:00,Bottpar2,12,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:33:00,20:33:00,Bottvtc2,13,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:36:00,20:36:00,Botteco2,14,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:37:00,20:37:00,Bottcro2,15,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:39:00,20:39:00,Bottpma2,16,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:40:00,20:40:00,Bottcco2,17,0,0
45975029-B_2025-BW_A_P4-Sem-Vac-01,20:42:00,20:42:00,Bottgar4,18,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:29:00,07:29:00,Bllnfeq1,1,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:30:00,07:30:00,Bottcva2,2,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:30:00,07:30:00,Bottbru2,3,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:31:00,07:31:00,Bllncbr2,4,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:32:00,07:32:00,Bllnpaf2,5,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:34:00,07:34:00,Bllngr04,6,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:38:00,07:38:00,Bllnchv2,7,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:39:00,07:39:00,Bllnhoc2,8,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:42:00,07:42:00,Bottppa2,9,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:43:00,07:43:00,Bottcba2,10,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:45:00,07:45:00,Bottpar2,11,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:45:00,07:45:00,Bottvtc2,12,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:48:00,07:48:00,Botteco2,13,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:49:00,07:49:00,Bottcro2,14,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:51:00,07:51:00,Bottpma2,15,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:52:00,07:52:00,Bottcco2,16,0,0
45975030-B_2025-BW_A_P4-Sem-Vac-01,07:54:00,07:54:00,Bottgar4,17,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:43:00,07:43:00,Btubga04,1,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:46:00,07:46:00,Bcbqpon2,2,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:48:00,07:48:00,Bcbqrog2,3,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:50:00,07:50:00,Bbchume2,4,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:52:00,07:52:00,Bbchndb2,5,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:53:00,07:53:00,Bbch4br2,6,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:55:00,07:55:00,Bbchdev1,7,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,07:59:00,07:59:00,Bhtirin1,8,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,08:05:00,08:05:00,Bblaang2,9,0,0
45975305-B_2025-BW_A_P4-Sem-Vac-01,08:10:00,08:10:00,Bblagr02,10,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:43:00,18:43:00,Btubga04,1,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:46:00,18:46:00,Bcbqpon2,2,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:48:00,18:48:00,Bcbqrog2,3,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:50:00,18:50:00,Bbchume2,4,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:52:00,18:52:00,Bbchndb2,5,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:53:00,18:53:00,Bbch4br2,6,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:55:00,18:55:00,Bbchdev1,7,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,18:59:00,18:59:00,Bhtirin1,8,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,19:05:00,19:05:00,Bblaang2,9,0,0
45975306-B_2025-BW_A_P4-Sem-Vac-01,19:10:00,19:10:00,Bblagr02,10,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:43:00,16:43:00,Btubga04,1,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:46:00,16:46:00,Bcbqpon2,2,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:48:00,16:48:00,Bcbqrog2,3,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:50:00,16:50:00,Bbchume2,4,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:52:00,16:52:00,Bbchndb2,5,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:53:00,16:53:00,Bbch4br2,6,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:55:00,16:55:00,Bbchdev1,7,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,16:59:00,16:59:00,Bhtirin1,8,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,17:05:00,17:05:00,Bblaang2,9,0,0
45975307-B_2025-BW_A_P4-Sem-Vac-01,17:10:00,17:10:00,Bblagr02,10,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:43:00,06:43:00,Btubga04,1,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:46:00,06:46:00,Bcbqpon2,2,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:48:00,06:48:00,Bcbqrog2,3,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:50:00,06:50:00,Bbchume2,4,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:52:00,06:52:00,Bbchndb2,5,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:53:00,06:53:00,Bbch4br2,6,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:55:00,06:55:00,Bbchdev1,7,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,06:59:00,06:59:00,Bhtirin1,8,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,07:05:00,07:05:00,Bblaang2,9,0,0
45975308-B_2025-BW_A_P4-Sem-Vac-01,07:10:00,07:10:00,Bblagr02,10,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:43:00,08:43:00,Btubga04,1,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:46:00,08:46:00,Bcbqpon2,2,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:48:00,08:48:00,Bcbqrog2,3,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:50:00,08:50:00,Bbchume2,4,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:52:00,08:52:00,Bbchndb2,5,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:53:00,08:53:00,Bbch4br2,6,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:55:00,08:55:00,Bbchdev1,7,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,08:59:00,08:59:00,Bhtirin1,8,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,09:05:00,09:05:00,Bblaang2,9,0,0
45975309-B_2025-BW_A_P4-Sem-Vac-01,09:10:00,09:10:00,Bblagr02,10,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:43:00,17:43:00,Btubga04,1,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:46:00,17:46:00,Bcbqpon2,2,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:48:00,17:48:00,Bcbqrog2,3,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:50:00,17:50:00,Bbchume2,4,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:52:00,17:52:00,Bbchndb2,5,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:53:00,17:53:00,Bbch4br2,6,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:55:00,17:55:00,Bbchdev1,7,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,17:59:00,17:59:00,Bhtirin1,8,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,18:05:00,18:05:00,Bblaang2,9,0,0
45975310-B_2025-BW_A_P4-Sem-Vac-01,18:10:00,18:10:00,Bblagr02,10,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:15:00,06:15:00,Bblagr02,1,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:20:00,06:20:00,Bblaang1,2,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:27:00,06:27:00,Bhtirin2,3,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:30:00,06:30:00,Bbchdev2,4,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:32:00,06:32:00,Bbch4br1,5,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:33:00,06:33:00,Bbchndb1,6,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:35:00,06:35:00,Bbchume1,7,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:37:00,06:37:00,Bcbqrog1,8,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:39:00,06:39:00,Bcbqpon1,9,0,0
45975311-B_2025-BW_A_P4-Sem-Vac-01,06:43:00,06:43:00,Btubga04,10,0,0
45975312-B_2025-BW_A_P4-Sem-Vac-01,07:15:00,07:15:00,Bblagr02,1,0,0
45975312-B_2025-BW_A_P4-Sem-Vac-01,07:20:00,07:20:00,Bblaang1,2,0,0
45975312-B_2025-BW_A_P4-Sem-Vac-01,07:27:00,07:27:00,Bhtirin2,3,0,0
45975312-B_2025-BW_A_P4-Sem-Vac-01,07:30:00,07:30:00,Bbchdev2,4,0,0
